gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,feature_2
1,0,0,0,4,1,0,0,0,0,2,2,0,0,0,0,2,468,1007,3.4201816345559246
1,0,1,0,59,1,2,1,2,0,2,2,2,2,0,1,0,1409,5233,3.1918829390692878
0,0,1,0,56,1,0,2,1,1,1,1,1,1,2,1,0,20,2377,0.8205642030260802
1,0,1,0,17,1,2,1,2,0,0,0,2,2,0,1,2,1227,3047,3.075559586777146
0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,1254,2367,4.165426803667948
0,1,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,1148,2565,5.092497074324974
1,1,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,866,935,4.868152418144659
1,0,1,0,50,1,2,0,0,0,0,2,2,2,2,1,0,780,4217,3.7880780662300646
0,0,0,0,24,1,0,2,1,1,1,1,1,1,2,0,1,24,1401,0.888175022589804
0,1,0,0,43,1,0,1,0,2,2,0,0,2,1,0,1,1038,4257,5.010878171564754
1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,967,944,3.954442771338244
0,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,29,2328,0.961009057454548
0,0,1,0,71,1,2,1,2,0,2,0,2,2,2,1,2,1338,5465,3.1480202692835277
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,367,179,3.257865966783516
0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,790,337,3.797741656301444
1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,2,352,807,3.230788532404356
0,1,1,0,71,1,2,0,2,2,2,0,2,2,2,1,1,943,5093,3.8628424004913375
0,0,0,0,38,0,1,0,0,0,2,0,2,2,0,1,2,383,3258,3.2857896311685453
0,0,1,0,55,1,2,1,0,2,0,0,2,2,1,1,2,1205,4865,4.132352961951098
1,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,3,99,802,2.5068424421341002
1,0,1,0,41,1,2,0,2,0,0,2,2,2,1,0,1,877,3985,2.806156120037162
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,13,8,0.6702776523348104
0,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1124,454,4.075240674153413
0,0,1,0,2,1,2,1,0,0,0,0,2,2,0,1,2,1151,1011,4.094633777756003
1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,1,25,583,0.9036539387158786
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,90,57,3.4595094858493636
1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,803,632,3.810159084730491
1,1,0,0,13,1,2,1,0,0,0,0,0,0,0,1,2,775,2237,4.783209055187582
0,1,0,0,46,1,2,1,0,2,2,0,0,0,0,1,0,965,4247,4.95280565930052
1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,134,69,1.5915318763281898
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,318,381,3.165814209049398
1,0,1,0,46,1,2,1,0,2,2,0,0,0,0,1,0,929,4299,3.9228630133319515
1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,763,322,3.771420067469911
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,3,111,3144,1.564865499132451
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,32,1210,1.0
1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,859,4978,2.7901052740757493
1,1,1,1,55,1,2,1,2,0,2,0,2,2,1,1,0,1320,4976,4.136604970159518
1,0,0,0,19,1,2,0,2,0,0,2,0,0,0,0,0,511,2441,2.4090674914622228
0,1,0,0,30,1,2,1,0,0,0,0,0,0,0,1,2,754,3390,4.762480598818843
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,3,28,1913,0.9472943612303364
0,0,0,0,12,1,0,1,0,2,2,0,0,0,0,1,2,853,2340,3.856468658762259
1,0,0,0,24,1,0,1,0,0,0,0,0,0,0,0,2,682,3031,3.6877109675510655
0,0,0,0,50,1,0,1,0,0,0,0,2,2,1,0,1,1010,4463,3.9890021901362855
1,0,0,0,63,1,0,1,2,2,0,0,2,2,1,1,1,1245,5245,3.0876570204790053
0,1,1,0,70,1,0,1,2,2,2,2,2,0,2,1,2,1227,5386,4.075559586777146
1,1,1,0,15,1,0,1,0,2,0,0,0,0,0,1,1,762,2425,4.770430972115507
0,1,0,0,26,1,2,1,0,0,0,0,0,2,0,1,2,966,3428,4.953624554266039
1,0,1,0,69,1,2,0,2,0,2,2,0,2,2,0,1,817,4862,2.7515796623287962
0,0,0,0,42,1,2,2,1,1,1,1,1,1,2,1,1,103,2436,1.5267800828390694
1,0,0,0,28,1,2,0,0,2,2,0,0,2,1,0,1,705,3227,3.712255192581699
1,0,1,1,54,1,0,1,0,2,0,2,0,0,0,0,2,856,4370,3.859177489806177
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,23,228,0.8721712305548575
0,0,0,0,6,1,0,0,0,0,0,2,2,0,0,1,3,516,1277,3.4876262705323984
1,0,1,0,39,1,2,1,0,2,0,0,2,2,0,1,2,1264,4315,4.17204913728279
1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,22,532,0.8556007362580844
1,0,0,0,0,1,2,2,1,1,1,1,1,1,0,1,3,70,47,1.3389428374280206
0,0,1,1,24,1,2,1,0,0,2,0,0,2,0,1,2,1037,3473,4.010105064689344
1,0,1,1,34,1,2,0,2,2,2,2,0,0,2,1,1,670,3543,2.602867911023046
1,0,1,1,24,1,0,0,2,2,2,0,0,0,1,1,0,557,2926,2.469594377432037
0,0,1,0,7,1,2,1,0,0,0,0,0,2,0,1,1,965,1651,3.952805659300519
0,0,0,0,1,0,1,0,2,2,0,0,0,2,0,1,2,261,309,1.9714097636824786
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,674,268,3.679018564500932
0,0,0,0,48,1,0,0,2,2,2,2,0,0,2,0,0,641,3950,2.5704920856508493
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21,15,0.838416287252544
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,303,143,3.1353680298988067
1,1,0,0,7,1,0,1,0,0,0,0,0,0,0,1,1,686,1549,4.692026615371612
1,0,1,1,63,1,2,1,2,2,2,0,0,0,0,1,2,1090,5031,2.9785088887065694
0,1,1,0,36,1,2,1,0,0,0,0,0,0,0,1,2,805,3730,4.812055158864043
0,0,1,1,45,0,1,0,2,2,0,0,0,0,0,0,0,183,2940,1.7628163239013226
1,0,0,1,55,1,0,2,1,1,1,1,1,1,1,1,3,52,2499,1.2039445754429603
0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,139,72,2.682890576566476
1,1,1,0,45,1,0,1,0,0,0,0,0,2,0,1,2,876,4090,4.877044816434658
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,35,626,1.0361680046403983
1,0,1,1,63,1,0,0,2,0,2,0,2,2,1,1,1,738,4546,2.6746017589793043
0,0,1,0,9,1,0,2,1,1,1,1,1,1,0,1,3,39,916,1.0807165492618438
0,0,1,0,57,1,2,0,0,2,0,2,0,0,2,1,1,524,4041,3.498374167026904
1,0,0,1,7,1,0,2,1,1,1,1,1,1,0,0,3,35,719,1.0361680046403983
0,0,0,0,21,1,0,2,1,1,1,1,1,1,0,1,3,29,1388,0.961009057454548
1,0,1,0,51,1,2,1,0,2,0,2,0,2,0,1,1,1160,4729,4.101017266928416
0,0,1,1,71,0,1,0,2,2,2,2,2,2,2,1,0,581,4544,2.49959966488513
0,0,0,0,7,1,2,0,2,0,0,2,0,2,0,0,2,710,1551,2.645732465598021
1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,12,879,0.6437518295172258
1,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,1,85,2921,1.4315532514941225
1,0,1,0,54,1,0,0,2,2,2,0,0,0,2,0,2,501,3840,2.395335935222978
1,0,1,0,2,0,1,0,2,0,0,2,0,0,0,0,3,184,486,1.7659074869598625
1,0,0,0,70,1,2,0,2,2,2,2,0,2,2,0,0,880,4942,2.808805584761588
1,1,0,0,26,1,2,1,0,2,0,0,0,0,0,1,2,897,3328,4.895457662467402
1,1,1,1,65,1,2,0,2,2,2,2,2,0,2,0,1,856,4749,3.7874040272698837
0,0,0,0,23,0,1,0,0,2,2,0,2,2,0,1,1,429,2500,3.3611775832695643
1,0,1,0,46,1,2,1,2,0,2,2,2,2,1,1,1,1435,4788,3.2075033472419667
1,0,1,0,65,1,2,0,0,0,0,2,0,2,0,0,2,582,4379,3.5726016702396226
1,1,1,0,54,1,2,1,0,2,2,2,2,2,2,1,2,1468,5139,5.298779915408633
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,3,861,636,3.8636753778811315
0,0,1,1,3,1,0,0,0,2,0,2,0,0,0,0,3,475,866,3.4303522778168345
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,405,198,3.32269902974487
0,0,1,1,13,1,0,1,0,0,0,0,0,2,0,1,0,886,2397,3.88585637285248
1,0,1,0,67,1,2,1,0,2,2,2,2,2,2,1,0,1420,5483,4.270292944339613
0,0,1,1,69,1,2,0,2,0,0,0,0,2,1,0,0,608,4497,2.532192792097992
0,0,0,0,22,1,0,1,0,2,0,2,0,0,0,1,3,850,3086,3.8537521953997205
1,0,1,1,0,1,0,1,0,0,0,0,2,2,0,1,2,1057,434,4.025455198109523
1,1,0,0,50,1,2,1,0,0,2,0,2,2,0,1,2,1197,4654,5.126851390813625
0,0,1,0,3,1,2,1,0,2,0,0,2,0,0,1,2,1087,1178,4.048050379450882
1,0,1,1,71,1,2,1,2,2,2,2,0,2,1,1,1,1327,5463,3.1410589639589066
0,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,0,1150,2184,5.093922038832796
0,0,1,1,30,1,0,2,1,1,1,1,1,1,0,1,3,19,1696,0.8019831273171423
1,0,1,1,18,1,2,1,0,0,0,0,0,2,0,1,2,934,2795,3.9270766245674906
0,0,1,1,17,1,0,2,1,1,1,1,1,1,2,0,3,15,1056,0.7187719275874789
0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,0,3,880,648,3.880579047297881
1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,17,418,0.762340347832317
1,1,1,0,45,1,2,1,0,0,2,0,2,2,0,1,2,1259,4542,5.168743230485231
1,0,1,0,41,1,2,1,0,0,2,2,2,2,0,1,0,1351,4478,4.227961946412607
1,1,0,0,12,1,2,1,0,2,2,0,2,2,0,1,2,1366,2662,5.237309042719461
1,1,0,0,49,1,2,1,0,0,0,0,2,2,0,1,2,1161,4601,5.101724095179115
1,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,925,3721,3.9194790419245185
0,1,0,0,59,1,2,1,2,0,0,0,2,2,1,1,0,1266,5114,4.101595108640143
1,0,0,1,29,1,0,0,0,2,2,0,2,0,1,0,1,595,3204,3.588421029542994
1,0,0,0,24,1,0,2,1,1,1,1,1,1,2,1,3,43,1443,1.121747460841898
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,91,3150,1.4649509317268694
1,0,0,0,17,1,2,0,0,0,2,2,2,2,1,1,1,907,2750,3.9041047124316606
1,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,3,15,2016,0.7187719275874789
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,317,757,3.1638206216938203
0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,2,67,1034,2.3185419629780504
0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,906,391,3.9032434494507493
1,0,1,1,53,1,0,2,1,1,1,1,1,1,2,0,1,36,2313,1.0476725110792193
0,0,0,0,58,1,0,1,0,0,2,0,2,2,2,0,2,1163,4928,4.103136291793827
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,32,2554,1.0
0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,2,36,1078,1.0476725110792193
0,0,1,1,44,1,0,0,0,2,0,2,0,0,1,1,1,429,3445,3.3611775832695643
0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2,770,327,3.7783148485558775
0,0,1,0,32,1,2,1,0,0,2,2,0,2,0,1,1,1147,3798,4.091783847186084
1,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,2,415,539,2.267174259432518
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,680,273,4.685545545641865
1,1,1,1,60,1,2,1,0,2,0,0,2,2,1,0,2,1219,5035,5.141910794387112
1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,3,16,1489,0.7411011265922482
0,0,1,0,63,1,2,0,2,2,2,2,0,2,2,1,3,894,4740,2.8210750497912445
1,0,0,0,39,1,0,0,2,2,0,2,0,0,0,1,3,561,3628,2.4746661745774565
0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,3,429,488,3.3611775832695643
0,0,0,1,25,1,2,0,0,0,0,0,0,0,0,1,3,358,2533,3.2417282473900286
0,0,0,0,55,1,0,2,1,1,1,1,1,1,2,1,0,19,2301,0.8019831273171423
0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,3,125,477,2.6265278044037674
0,0,0,0,17,1,2,1,0,2,0,0,2,0,0,1,1,1055,2855,4.023930692768474
0,0,1,1,15,1,0,1,0,2,2,0,2,0,0,1,1,1044,2756,4.0155043409270474
1,0,0,0,39,1,2,1,0,2,2,0,2,2,0,1,1,1319,4281,4.207740606289923
1,0,1,1,3,1,2,1,0,0,2,0,2,2,0,0,2,1262,1217,4.170728032161167
0,0,0,0,48,1,2,1,0,0,0,0,0,2,0,1,2,951,4219,3.941269235837593
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,3,791,1869,3.79870262344278
1,0,0,1,14,1,0,0,2,0,2,0,0,2,1,0,3,602,2135,2.525051455405612
0,0,0,0,20,0,1,0,2,0,0,2,0,0,2,0,3,184,1861,1.7659074869598625
1,0,0,1,44,1,2,1,0,0,2,0,2,2,2,0,0,1233,4528,4.151381210317028
0,0,1,1,67,1,2,0,0,2,2,2,2,2,2,0,0,967,4884,3.954442771338244
0,0,0,0,37,1,2,2,1,1,1,1,1,1,1,1,2,74,2076,1.3650827686365639
0,0,1,0,69,1,2,0,0,2,2,2,2,2,2,1,0,957,5013,3.946229942842799
1,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,3,954,404,3.9437527092872626
1,0,0,0,3,1,2,1,0,2,0,0,0,0,0,0,2,837,1102,3.84189146407847
0,1,1,0,64,1,0,1,2,2,2,0,0,2,0,0,2,1135,5090,4.011412618899117
1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,3,366,178,3.256088624772286
0,0,1,0,29,1,2,1,0,0,0,0,0,2,0,1,2,961,3615,3.9495232751502978
0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,868,1265,3.8699374454013404
1,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,563,535,3.548964694594351
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,1,1071,5180,2.9642891427595437
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,709,300,3.7164581529035234
1,1,0,0,7,1,2,1,0,0,2,0,0,0,0,1,2,893,1589,4.891977239072753
0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,2,980,1209,3.9650184739538727
0,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,16,2306,0.7411011265922482
1,0,1,1,67,1,2,0,2,2,2,2,2,2,2,1,1,1032,5096,2.9344570972687167
1,0,1,1,10,1,2,1,0,0,0,0,0,0,0,1,2,763,1960,3.771420067469911
0,0,1,0,52,1,0,1,0,0,2,0,2,2,1,1,0,1144,4693,4.089641176863968
0,0,1,0,52,1,0,1,2,2,2,0,2,2,1,1,0,1350,4968,3.1555623973767064
1,0,0,0,19,1,0,1,0,0,0,0,2,0,0,0,2,844,2956,3.8482961770109854
1,0,0,0,3,1,2,0,0,0,0,2,0,2,0,0,3,615,871,3.612226905766521
0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,970,412,3.956893367790032
0,1,0,0,4,1,0,1,0,0,2,0,2,0,0,1,3,958,1275,4.947054306805036
1,0,1,1,71,1,2,1,0,2,2,0,2,2,1,1,1,1318,5447,4.2071023929121125
0,0,1,0,8,1,0,1,0,0,0,0,2,2,0,0,2,1044,1987,4.0155043409270474
0,0,0,0,47,1,2,2,1,1,1,1,1,1,1,0,1,90,2417,1.4595094858493636
0,0,0,0,5,0,1,0,0,0,2,0,2,2,0,1,2,332,1044,3.193211000573122
1,0,1,0,16,1,2,1,2,2,2,0,0,0,0,0,1,1059,2782,2.9552039349867707
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,701,1540,3.7080331114877088
1,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,993,420,3.975482533478888
1,0,1,1,6,1,0,0,0,0,2,0,0,0,0,0,2,342,1127,3.2122195519688037
1,1,0,0,38,1,2,1,0,0,0,0,2,2,0,1,0,1160,4151,5.101017266928416
0,0,0,0,28,1,2,1,0,0,2,0,2,2,0,1,1,1212,3763,4.1371429186359
1,0,1,0,66,1,2,1,0,2,2,0,2,2,1,0,2,1311,5357,4.2026240195049045
1,0,1,0,35,1,0,2,1,1,1,1,1,1,1,0,0,45,1797,1.1411273683383238
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,787,686,3.794852904233013
1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,1,0,27,814,0.9331820449317629
0,0,1,1,9,1,0,0,0,2,2,0,0,2,1,1,3,622,1700,3.6204126771314113
0,1,0,0,26,1,2,1,0,0,2,0,0,2,0,0,1,1021,3533,4.997653498580069
0,0,1,0,70,1,2,2,1,1,1,1,1,1,2,1,1,77,3029,1.3839555034548998
0,0,0,0,26,1,0,0,0,2,2,2,2,2,1,0,3,832,3302,3.837290383250613
0,0,1,0,47,1,2,0,0,0,2,2,0,2,1,1,3,678,4006,3.6833750226130317
1,0,0,0,21,1,2,1,2,0,0,0,2,2,0,1,2,1254,3315,3.093653341131655
1,1,1,0,42,1,0,1,0,2,2,0,2,2,1,1,0,1250,4399,5.162766037009366
1,1,0,0,14,1,0,1,0,0,0,0,0,2,0,1,2,856,2400,4.859177489806177
1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,3,371,665,2.1931633596494082
0,0,0,0,22,1,2,2,1,1,1,1,1,1,1,0,1,85,1638,1.4315532514941225
1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,2,327,827,3.1835344256144342
0,0,1,1,24,0,1,0,2,2,2,0,2,2,0,1,1,501,2829,2.395335935222978
0,0,1,0,69,0,1,0,0,2,2,2,2,2,2,0,0,491,4283,3.45315679445234
1,1,1,0,35,1,2,1,0,0,0,0,0,2,0,1,1,966,3872,4.953624554266039
0,0,0,0,45,1,2,1,0,2,2,0,0,2,1,1,2,1130,4438,4.079582204607603
1,1,1,0,37,1,2,1,0,2,2,0,2,2,0,1,2,1285,4262,5.185820740238834
0,0,1,1,36,1,2,1,0,0,0,0,2,2,0,1,2,1152,3953,4.095345022158439
0,0,1,1,19,1,2,0,2,0,0,0,2,2,1,0,0,796,2913,2.731719469478172
0,0,0,0,36,1,2,1,0,0,0,2,2,2,0,0,1,1245,4063,4.159430483015298
0,0,1,0,67,1,2,1,2,2,2,2,2,2,2,0,0,1487,5522,3.238076919170883
0,1,0,0,4,1,2,1,0,0,0,0,2,0,0,1,1,925,1338,4.919479041924518
0,0,0,0,4,1,0,0,2,0,0,2,0,0,0,0,2,430,1053,2.2909696442736838
0,1,1,0,11,1,2,1,0,2,2,0,2,0,0,1,2,1203,2272,5.130980314924356
0,0,1,1,71,1,2,0,2,0,2,2,0,0,2,0,0,637,4578,2.565934967153706
1,0,0,0,17,1,2,1,0,0,0,0,0,0,0,1,0,788,2701,3.7958167989228353
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,26,20,0.9186451916253062
1,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0,2,355,815,2.164503417257715
1,0,1,0,59,1,0,0,2,0,0,0,2,0,1,1,3,522,4069,2.4239261033757797
0,1,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,981,417,4.965827331319016
1,0,1,1,30,1,0,2,1,1,1,1,1,1,0,1,2,41,1771,1.1016324782757847
1,1,1,0,22,1,2,1,0,2,2,0,2,2,0,1,2,1318,3358,5.2071023929121125
0,0,1,0,63,1,0,1,2,0,2,0,2,2,2,1,0,1219,5171,3.0701373318508187
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,3,41,1961,1.1016324782757847
1,0,1,1,6,1,0,0,0,0,2,0,0,0,0,0,2,342,1127,3.2122195519688037
1,0,0,0,19,1,0,1,2,2,2,2,2,2,0,1,0,1386,3378,3.1778714776039925
0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,1,780,1662,3.7880780662300646
1,0,1,1,17,0,1,0,0,0,0,0,0,0,0,0,1,100,1382,2.51188643150958
1,1,1,0,31,1,2,1,0,0,0,0,0,2,0,0,2,967,3643,4.954442771338244
1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,199,94,2.8825086238297657
0,1,0,0,34,0,1,0,0,0,2,0,2,0,0,1,2,232,2761,3.9723339154607995
0,0,1,1,7,1,2,0,0,2,0,0,0,0,0,0,2,460,1340,3.4084079242834604
1,0,0,0,1,1,0,0,2,0,2,0,0,0,0,1,3,447,519,2.3171480026969236
0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,1,2,357,1063,2.1681417366009526
1,0,0,0,69,0,1,0,2,0,2,2,0,2,2,0,0,337,4013,2.130998221166891
0,0,0,0,60,1,2,1,2,2,2,2,2,2,1,1,2,1524,5429,3.259314392762662
1,0,0,1,55,1,2,2,1,1,1,1,1,1,2,1,3,85,2745,1.4315532514941225
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,0,33,1795,1.0123466170855586
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,975,700,3.9609642543536205
0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,3,748,315,2.6846999519350887
1,0,1,1,55,1,2,2,1,1,1,1,1,1,2,0,0,72,2714,1.3521580450493471
0,0,0,0,33,1,2,1,2,2,2,0,2,2,0,1,3,1416,4082,3.1961109676115615
1,1,1,0,31,1,2,1,0,0,0,0,0,2,0,1,2,961,3627,4.949523275150298
1,0,0,0,8,1,0,0,2,0,2,2,2,0,0,1,3,677,1686,2.6105143771769472
1,0,1,0,66,1,0,0,2,2,0,2,0,2,2,1,1,671,4538,2.603964164611218
0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,89,1111,1.4540194545491305
0,0,1,0,47,0,1,0,2,0,2,0,0,2,0,1,0,303,3336,2.0635945673625136
1,1,0,0,54,1,2,1,2,0,0,0,2,2,0,1,2,1216,4913,4.068096645626936
0,0,0,0,25,1,0,0,0,2,2,0,0,0,1,1,3,466,2878,3.4172533925603576
0,0,0,0,56,1,0,1,0,0,2,0,2,2,2,1,2,1152,4849,4.095345022158439
1,0,1,0,71,1,2,1,2,2,0,2,0,2,2,1,0,1250,5420,3.0909925744730726
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,32,26,1.0
1,0,1,0,71,1,2,1,0,2,0,0,2,2,2,1,2,1227,5408,4.147333049313439
0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,2,300,1280,3.129134644531898
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,26,225,0.9186451916253062
0,1,1,0,54,1,2,0,0,0,0,0,0,0,0,0,0,401,3712,4.316109589603147
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,22,1649,0.8556007362580844
1,1,0,0,2,1,2,1,0,0,2,0,2,0,0,0,2,1076,1004,5.039824086761996
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,292,968,3.1122650109591645
1,0,1,1,29,1,0,1,0,2,2,0,0,0,0,0,0,908,3590,3.90496521608864
1,0,0,0,65,1,2,1,2,2,2,2,2,2,1,1,0,1477,5434,3.232264557647431
0,0,0,1,40,1,2,1,0,2,0,0,2,0,0,1,0,1025,4108,4.000780945002911
0,1,0,0,13,1,2,1,0,2,0,0,0,0,0,1,2,847,2327,4.851028051162172
1,0,1,0,8,0,1,0,0,0,0,2,2,0,0,0,3,247,1098,3.0098121474422164
1,0,0,0,70,1,0,2,1,1,1,1,1,1,2,1,1,26,2648,0.9186451916253062
1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,849,360,3.8528450031627703
0,0,1,0,46,1,2,2,1,1,1,1,1,1,1,0,2,120,2513,1.6051710846973521
1,0,1,0,14,1,0,2,1,1,1,1,1,1,0,1,1,17,1130,0.762340347832317
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,669,264,3.673543810229199
1,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,88,2527,1.4484798507285492
0,1,0,0,54,1,2,1,0,0,2,0,2,2,1,1,2,1239,4866,5.155413642604832
0,0,0,0,10,1,2,1,2,0,0,0,0,0,0,1,0,848,2101,2.7801634931527004
1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,1,29,955,0.961009057454548
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,1,3,34,980,1.0243974584998852
1,1,1,0,27,1,2,1,0,2,0,2,2,2,0,1,2,1344,3793,5.223571529933508
0,0,0,0,25,1,2,1,0,0,2,0,2,2,0,1,0,1249,3603,4.162099781207462
0,0,0,0,11,1,2,1,2,2,2,0,0,2,0,1,0,1233,2498,3.0796077477807344
0,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1139,461,4.086060049498561
0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,124,133,2.622311847181126
0,0,1,1,0,1,2,1,2,0,2,0,2,2,0,1,2,1282,490,3.1120909811286515
1,0,1,1,17,1,0,0,0,0,2,0,0,2,0,0,2,486,2174,3.446095064991105
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,31,1157,0.9873407546644581
1,0,1,1,40,1,2,0,0,2,2,0,2,0,1,0,0,658,3716,3.6613831514852757
0,1,1,0,24,1,0,1,0,0,0,0,0,0,0,1,2,673,3112,4.677926219128825
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,681,274,3.6866288925502833
1,0,1,0,58,1,2,1,2,2,2,2,2,0,0,1,2,1363,5130,3.1636727530959883
0,0,0,0,34,1,2,1,0,0,0,2,0,0,0,0,1,869,3711,3.8708287254234253
1,0,0,0,44,1,0,1,2,2,2,2,2,2,1,0,1,1452,4706,3.217594693326059
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,366,178,3.256088624772286
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,28,79,0.9472943612303364
0,1,1,1,28,0,1,0,0,2,2,0,0,0,0,1,3,195,2219,3.870826340109791
0,0,0,0,39,1,0,0,0,0,2,0,0,0,1,1,3,373,3269,3.2684494035478733
0,0,0,0,59,0,1,0,0,2,0,0,2,2,0,1,2,384,3816,3.2875036590344515
1,0,1,1,31,1,2,1,2,0,0,0,2,2,0,1,1,1230,3906,3.077585641993739
0,0,0,0,5,1,0,1,0,0,2,2,0,2,0,1,2,1040,1424,4.0124225995049665
1,0,0,0,10,1,2,2,1,1,1,1,1,1,0,0,1,57,897,1.2447861343640922
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,25,251,0.9036539387158786
